,Date,Stock Level,Discount,Promotion,Units Sold
105,2010-04-16,2553.0,9.707393229910995,Yes,60.0
106,2010-04-17,2318.0,8.658076806644301,Yes,24.0
107,2010-04-18,3458.0,9.008701887637427,Yes,134.0
108,2010-04-19,2493.0,9.403086438516741,No,254.0
109,2010-04-20,4183.0,8.48810524103883,Yes,354.0
110,2010-04-21,2925.0,8.630117319914149,No,123.0
111,2010-04-22,2661.0,8.850837389327443,No,288.0
112,2010-04-23,3196.0,8.316277472207538,Yes,168.0
113,2010-04-24,4131.0,8.60564938793661,No,8.0
114,2010-04-25,4050.0,9.343853454196875,No,183.0
115,2010-04-26,2789.0,8.30519140131219,Yes,32.0
116,2010-04-27,2984.0,9.4058542618251,No,122.0
117,2010-04-28,2653.0,9.100560478169292,Yes,152.0
118,2010-04-29,4106.0,8.720909919525523,Yes,515.0
119,2010-04-30,3714.0,9.713991496894987,No,5.0
120,2010-05-01,3757.0,9.326076664584333,Yes,124.0
121,2010-05-02,4109.0,8.471211583371037,No,337.0
122,2010-05-03,3868.0,8.458454663252938,Yes,28.0
123,2010-05-04,3507.0,9.514772875005413,No,9.0
124,2010-05-05,2889.0,9.565240546673508,No,49.0
125,2010-05-06,2609.0,8.581740222503567,No,153.0
126,2010-05-07,2982.0,8.995379703189679,No,156.0
127,2010-05-08,3635.0,8.969681660517468,No,91.0
128,2010-05-09,2459.0,8.79760771166393,No,177.0
129,2010-05-10,2425.0,9.785352347944832,No,191.0
130,2010-05-11,2968.0,9.248465707158944,Yes,10.0
131,2010-05-12,3509.0,8.59031023618867,Yes,92.0
132,2010-05-13,4043.0,8.964306898376726,Yes,179.0
133,2010-05-14,2902.0,8.285360439740124,No,155.0
134,2010-05-15,2675.0,8.738726088857852,No,42.0
135,2010-05-16,2598.0,9.371652633114477,No,128.0
136,2010-05-17,4336.0,9.310174073406607,Yes,259.0
137,2010-05-18,2695.0,9.9246092952484,Yes,61.0
138,2010-05-19,2975.0,9.13129664502298,Yes,15.0
139,2010-05-20,3483.0,8.407839446646566,Yes,51.0
140,2010-05-21,2359.0,9.650555530565189,Yes,43.0
141,2010-05-22,4158.0,9.835798571754388,Yes,64.0
142,2010-05-23,4315.0,9.008775649715751,Yes,318.0
143,2010-05-24,3470.0,8.31036147648577,No,173.0
144,2010-05-25,2520.0,8.32129233813684,No,36.0
145,2010-05-26,3023.0,8.507085556981988,No,34.0
146,2010-05-27,3823.0,9.63922003716541,No,6.0
147,2010-05-28,2643.0,9.831807941574361,No,134.0
148,2010-05-29,3473.0,8.839870379562777,Yes,368.0
149,2010-05-30,2912.0,8.257970721325593,No,223.0
150,2010-05-31,4328.0,9.888736535374179,Yes,85.0
151,2010-06-01,3712.0,9.499240030378951,No,247.0
152,2010-06-02,2883.0,9.582710560194172,Yes,129.0
153,2010-06-03,2589.0,8.77785031792746,No,134.0
154,2010-06-04,3938.0,8.24199038963349,No,360.0
155,2010-06-05,3953.0,8.739779932454601,No,16.0
156,2010-06-06,3913.0,9.855263432545852,No,58.0
157,2010-06-07,4223.0,9.44645364137347,Yes,62.0
158,2010-06-08,3710.0,9.844527988320298,No,19.0
159,2010-06-09,3530.0,9.274361252387248,Yes,116.0
160,2010-06-10,2793.0,8.890321999350581,No,95.0
161,2010-06-11,3797.0,8.586866250253179,Yes,394.0
162,2010-06-12,4311.0,8.90932263536696,No,219.0
163,2010-06-13,4188.0,9.633661381112047,Yes,301.0
164,2010-06-14,4399.0,9.269226403200767,No,310.0
165,2010-06-15,4049.0,8.621636894755078,No,1.0
166,2010-06-16,3500.0,8.693333294132113,No,21.0
167,2010-06-17,3313.0,8.404501842588683,Yes,254.0
168,2010-06-18,4201.0,8.211557677290067,No,226.0
169,2010-06-19,4370.0,9.333408863705401,No,75.0
170,2010-06-20,3606.0,9.132466997249509,Yes,41.0
171,2010-06-21,3150.0,8.717689857360243,Yes,6.0
172,2010-06-22,3066.0,8.45380152504704,Yes,378.0
173,2010-06-23,4174.0,8.894091880020431,No,171.0
174,2010-06-24,2854.0,9.324143568875439,Yes,95.0
175,2010-06-25,3903.0,8.342904138065286,No,102.0
176,2010-06-26,3161.0,8.3940392480564,Yes,297.0
177,2010-06-27,4042.0,9.074495014751811,No,47.0
178,2010-06-28,4006.0,9.149955916196818,Yes,81.0
179,2010-06-29,3844.0,8.188603835955476,Yes,109.0
180,2010-06-30,3688.0,8.831421803539605,No,133.0
181,2010-07-01,3430.0,9.775561436201913,No,79.0
182,2010-07-02,4132.0,9.810042790041585,No,167.0
183,2010-07-03,3875.0,8.900123263975882,Yes,44.0
184,2010-07-04,3337.0,9.772678185842707,No,33.0
185,2010-07-05,2506.0,9.230648142881643,Yes,202.0
186,2010-07-06,3178.0,9.423129947348594,No,223.0
187,2010-07-07,3922.0,8.957168767391408,No,27.0
188,2010-07-08,3409.0,9.698040805324396,Yes,51.0
189,2010-07-09,3147.0,8.233298955741494,Yes,92.0
190,2010-07-10,3747.0,9.020895214507597,No,162.0
191,2010-07-11,2712.0,8.561532653832177,No,140.0
192,2010-07-12,2805.0,8.727742012686688,Yes,120.0
193,2010-07-13,3948.0,9.610936466251065,Yes,496.0
194,2010-07-14,2720.0,8.274231743329066,No,114.0
195,2010-07-15,3211.0,8.313813947573438,No,502.0
196,2010-07-16,3687.0,9.295842465186428,Yes,115.0
197,2010-07-17,2678.0,9.2085603472532,Yes,123.0
198,2010-07-18,4091.0,9.643743044543758,No,45.0
199,2010-07-19,4381.0,8.719658623613945,Yes,268.0
200,2010-07-20,4451.0,8.82755267187987,Yes,94.0
201,2010-07-21,4256.0,9.07881986931757,No,359.0
202,2010-07-22,3747.0,8.876131822031535,Yes,381.0
203,2010-07-23,4360.0,8.75851787297497,Yes,252.0
204,2010-07-24,3947.0,8.778080336574394,Yes,342.0
205,2010-07-25,3933.0,8.957159015508024,No,102.0
206,2010-07-26,2573.0,8.990058165065554,Yes,114.0
207,2010-07-27,3379.0,8.454020137351295,Yes,166.0
208,2010-07-28,3063.0,8.522662759998479,No,89.0
209,2010-07-29,3172.0,8.33228740040654,Yes,193.0
210,2010-07-30,2668.0,8.239530399273916,Yes,122.0
211,2010-07-31,4035.0,8.5812752229523,Yes,233.0
212,2010-08-01,3530.0,8.7965311112597,No,118.0
213,2010-08-02,3838.0,9.534601934706632,No,93.0
214,2010-08-03,3779.0,8.740917301756848,Yes,84.0
215,2010-08-04,3258.0,9.752049712230981,No,104.0
216,2010-08-05,3413.0,8.121420411254459,No,106.0
217,2010-08-06,3351.0,9.766853581900968,No,217.0
218,2010-08-07,3485.0,9.507233546723285,No,268.0
219,2010-08-08,4501.0,9.181299304148581,No,82.0
220,2010-08-09,3274.0,9.459195847416492,No,112.0
221,2010-08-10,2548.0,9.356427636455813,No,131.0
222,2010-08-11,4384.0,8.935095851308446,Yes,356.0
223,2010-08-12,4288.0,8.241608646527197,Yes,286.0
224,2010-08-13,3238.0,8.178641335315591,Yes,193.0
225,2010-08-14,3802.0,9.264435980084572,Yes,188.0
226,2010-08-15,3255.0,9.251813239363633,No,165.0
227,2010-08-16,2965.0,8.831363834039294,Yes,221.0
228,2010-08-17,2988.0,8.515681774096507,Yes,66.0
229,2010-08-18,3386.0,9.019493674595939,Yes,98.0
230,2010-08-19,2689.0,9.674895684242575,Yes,81.0
231,2010-08-20,3856.0,9.48008620975953,No,3.0
232,2010-08-21,4070.0,9.076202264991796,Yes,452.0
233,2010-08-22,4428.0,8.15453581275204,Yes,339.0
234,2010-08-23,3309.0,9.349888338797935,No,100.0
235,2010-08-24,3151.0,8.753561241721826,Yes,397.0
236,2010-08-25,3305.0,8.993280233611793,Yes,216.0
237,2010-08-26,4226.0,8.73839061095416,Yes,87.0
238,2010-08-27,4376.0,8.958056211501498,Yes,315.0
239,2010-08-28,3422.0,8.63454147425708,No,213.0
240,2010-08-29,2567.0,8.406145066219727,Yes,120.0
241,2010-08-30,2650.0,9.502335824826908,No,226.0
242,2010-08-31,2853.0,9.436413470251038,Yes,12.0
243,2010-09-01,3775.0,8.367544882756963,No,364.0
244,2010-09-02,2786.0,8.122891613859066,No,21.0
245,2010-09-03,3172.0,8.387956480645943,Yes,116.0
246,2010-09-04,2693.0,8.549026819156524,No,259.0
247,2010-09-05,3830.0,9.551367770355245,No,420.0
248,2010-09-06,2625.0,8.792077931429953,Yes,35.0
249,2010-09-07,4306.0,8.429879866435336,No,177.0
250,2010-09-08,3201.0,9.13223020770193,Yes,212.0
251,2010-09-09,4115.0,8.441993070279448,No,339.0
252,2010-09-10,3723.0,8.043873502631662,Yes,309.0
253,2010-09-11,2667.0,8.43924708170771,Yes,19.0
254,2010-09-12,3732.0,8.045042999628116,No,338.0
255,2010-09-13,3922.0,9.295882280401576,Yes,265.0
256,2010-09-14,2965.0,8.039245159041888,Yes,465.0
257,2010-09-15,4206.0,8.221789407692013,Yes,205.0
258,2010-09-16,3834.0,9.628015794646869,No,47.0
259,2010-09-17,3722.0,9.158576357616237,Yes,467.0
260,2010-09-18,3873.0,9.26079729469317,No,393.0
261,2010-09-19,3989.0,8.283022580508506,Yes,391.0
262,2010-09-20,3092.0,8.728108652097836,Yes,109.0
263,2010-09-21,4198.0,9.26702243374545,Yes,157.0
264,2010-09-22,4339.0,9.565891216432217,Yes,206.0
265,2010-09-23,4081.0,8.177613012532003,Yes,114.0
266,2010-09-24,4012.0,8.158890174012773,Yes,178.0
267,2010-09-25,3570.0,8.339096588760738,Yes,170.0
268,2010-09-26,4347.0,8.350589874673007,Yes,444.0
269,2010-09-27,3962.0,8.652970056361736,No,198.0
270,2010-09-28,3296.0,8.35527372119211,No,253.0
271,2010-09-29,3670.0,9.197756830737276,No,304.0
272,2010-09-30,3423.0,9.106640765926617,No,2.0
273,2010-10-01,2692.0,8.627460061476516,Yes,122.0
274,2010-10-02,3794.0,8.35357665336779,No,239.0
275,2010-10-03,4348.0,8.793536599605899,No,150.0
276,2010-10-04,4554.0,9.338423078731996,No,37.0
277,2010-10-05,4014.0,7.9967446584912105,Yes,149.0
278,2010-10-06,2793.0,8.550605531272977,Yes,40.0
279,2010-10-07,3468.0,8.489260768656916,Yes,250.0
280,2010-10-08,2728.0,9.295037727640109,Yes,235.0
281,2010-10-09,2996.0,8.755874298154719,No,128.0
282,2010-10-10,3787.0,9.250675874106378,Yes,230.0
283,2010-10-11,2997.0,8.056231938401117,No,220.0
284,2010-10-12,3793.0,8.331359354196408,No,257.0
285,2010-10-13,3689.0,9.599494074216224,Yes,14.0
286,2010-10-14,4406.0,8.778155065967873,No,132.0
287,2010-10-15,4109.0,8.925154788444688,No,18.0
288,2010-10-16,4480.0,8.559132394819484,No,389.0
289,2010-10-17,3220.0,9.497820785189816,Yes,256.0
290,2010-10-18,3180.0,9.138020042855382,Yes,316.0
291,2010-10-19,4075.0,9.092018767078548,No,213.0
292,2010-10-20,4484.0,8.701233078875354,No,314.0
293,2010-10-21,4651.0,9.416157816630122,Yes,217.0
294,2010-10-22,3962.0,9.062384105762685,No,235.0
295,2010-10-23,3337.0,8.676917155760918,Yes,116.0
296,2010-10-24,3897.0,9.18711947720821,No,70.0
297,2010-10-25,4333.0,8.32946855563321,No,317.0
298,2010-10-26,3943.0,8.320331596927277,No,113.0
299,2010-10-27,2917.0,9.457647289592451,No,63.0
300,2010-10-28,3257.0,8.024476020117255,No,69.0
301,2010-10-29,4672.0,8.500315912892509,Yes,72.0
302,2010-10-30,3555.0,8.938535748176907,No,334.0
303,2010-10-31,3844.0,8.05223243345417,No,97.0
304,2010-11-01,3751.0,7.976861595340924,No,333.0
305,2010-11-02,3088.0,8.30287592553347,Yes,70.0
306,2010-11-03,3026.0,8.607671727228677,Yes,307.0
307,2010-11-04,3704.0,8.316263810065035,No,72.0
308,2010-11-05,4692.0,8.996155141695262,Yes,341.0
309,2010-11-06,3492.0,7.929954040235701,No,135.0
310,2010-11-07,4139.0,8.3816210912683,Yes,534.0
311,2010-11-08,3055.0,8.667747853635001,No,38.0
312,2010-11-09,2845.0,8.141436193998587,Yes,10.0
313,2010-11-10,3022.0,9.502522678264114,Yes,122.0
314,2010-11-11,3032.0,8.780395558343793,Yes,64.0
315,2010-11-12,3280.0,9.250110210317096,Yes,91.0
316,2010-11-13,3792.0,9.124377090254555,No,666.0
317,2010-11-14,4270.0,8.846124976022491,No,295.0
318,2010-11-15,4488.0,8.47244919689973,Yes,188.0
319,2010-11-16,4000.0,8.903637092216194,No,93.0
320,2010-11-17,4436.0,8.249216900821823,Yes,439.0
321,2010-11-18,3924.0,8.553873005816282,Yes,141.0
322,2010-11-19,4119.0,8.860787413231915,Yes,6.0
323,2010-11-20,3805.0,8.477788318732973,Yes,298.0
324,2010-11-21,4517.0,9.055918825166142,Yes,217.0
325,2010-11-22,2831.0,7.905445653174954,No,349.0
326,2010-11-23,4306.0,7.8954683380380555,No,385.0
327,2010-11-24,3022.0,9.027707596345373,Yes,93.0
328,2010-11-25,2849.0,8.87904917000789,Yes,287.0
329,2010-11-26,2851.0,9.156067775446928,No,61.0
330,2010-11-27,2839.0,9.401436912002758,Yes,16.0
331,2010-11-28,3776.0,8.630246247606422,Yes,450.0
332,2010-11-29,3554.0,7.968754083019213,No,510.0
333,2010-11-30,4755.0,8.147473365742306,No,213.0
334,2010-12-01,2960.0,8.65707628654908,No,228.0
335,2010-12-02,3403.0,8.582210962760634,Yes,34.0
336,2010-12-03,4756.0,9.079953182502972,Yes,456.0
337,2010-12-04,3555.0,7.926949456298867,Yes,366.0
338,2010-12-05,4529.0,8.256261835699384,No,358.0
339,2010-12-06,3897.0,7.92958230327722,No,491.0
340,2010-12-07,4673.0,8.08305456219965,No,325.0
341,2010-12-08,4538.0,9.030292096916355,Yes,374.0
342,2010-12-09,4325.0,8.332370634011859,Yes,106.0
343,2010-12-10,2820.0,9.420472816060315,Yes,256.0
344,2010-12-11,4698.0,9.279308126027821,No,124.0
345,2010-12-12,3807.0,8.62568617151002,Yes,321.0
346,2010-12-13,3180.0,8.876440590314083,No,51.0
347,2010-12-14,4527.0,8.897755671611563,Yes,292.0
348,2010-12-15,3216.0,9.077533701890182,No,97.0
349,2010-12-16,3045.0,8.290458690676635,Yes,483.0
350,2010-12-17,4230.0,9.0536293673749,Yes,664.0
351,2010-12-18,4732.0,8.676104877648875,Yes,348.0
352,2010-12-19,3850.0,8.332561491261009,No,327.0
353,2010-12-20,3669.0,9.244299690841393,Yes,81.0
354,2010-12-21,2818.0,8.925120383729034,No,110.0
355,2010-12-22,3997.0,9.014733576244815,Yes,180.0
356,2010-12-23,4722.0,8.979788874543985,No,244.0
357,2010-12-24,4729.0,7.7820852449623334,No,234.0
358,2010-12-25,4655.0,8.764486273963433,No,459.0
359,2010-12-26,3154.0,8.939935665897904,Yes,179.0
360,2010-12-27,4039.0,8.991885106090809,Yes,175.0
361,2010-12-28,3617.0,9.060828473345499,No,531.0
362,2010-12-29,3518.0,9.302499328346517,Yes,207.0
363,2010-12-30,2862.0,9.135350619902514,Yes,56.0
364,2010-12-31,4540.0,8.344629363515033,No,300.0
365,2011-01-01,4148.0,8.443816299066851,No,183.0
366,2011-01-02,2969.0,9.284734846344044,No,84.0
367,2011-01-03,4582.0,7.922859205846644,Yes,506.0
368,2011-01-04,4373.0,8.865226602557541,Yes,39.0
369,2011-01-05,3437.0,8.973998851557145,No,99.0
370,2011-01-06,4449.0,7.754326071145423,No,116.0
371,2011-01-07,3824.0,8.276773232730099,No,271.0
372,2011-01-08,2844.0,7.731594712193014,No,192.0
373,2011-01-09,3677.0,8.774081046786414,No,212.0
374,2011-01-10,3705.0,7.962434254042219,No,193.0
375,2011-01-11,3288.0,7.675443495308759,No,260.0
376,2011-01-12,4482.0,9.032502388987732,Yes,264.0
377,2011-01-13,4311.0,8.182830499189567,Yes,297.0
378,2011-01-14,3993.0,8.45638807911605,No,576.0
379,2011-01-15,3806.0,9.202245063087604,Yes,101.0
380,2011-01-16,3796.0,8.387924065503903,Yes,494.0
381,2011-01-17,3353.0,8.187109969894653,No,24.0
382,2011-01-18,4036.0,7.85950278766893,Yes,177.0
383,2011-01-19,4337.0,7.8577952744962865,Yes,361.0
384,2011-01-20,3365.0,8.13235288292594,Yes,309.0
385,2011-01-21,3874.0,9.310749713311647,Yes,224.0
386,2011-01-22,3021.0,8.185624526346652,No,140.0
387,2011-01-23,4263.0,7.727243614056826,Yes,442.0
388,2011-01-24,4608.0,8.800380555388324,Yes,105.0
389,2011-01-25,3970.0,9.20135402718899,No,91.0
390,2011-01-26,4833.0,8.220704637355176,Yes,135.0
391,2011-01-27,3190.0,7.771432506375007,No,264.0
392,2011-01-28,2855.0,7.813957617654541,No,205.0
393,2011-01-29,3754.0,8.900377955343409,Yes,8.0
394,2011-01-30,4712.0,8.509335508986984,No,169.0
395,2011-01-31,4541.0,8.744809346078915,No,230.0
396,2011-02-01,3791.0,8.467033020525648,Yes,314.0
397,2011-02-02,4658.0,8.223970265041556,Yes,432.0
398,2011-02-03,3295.0,8.524337127187799,No,392.0
399,2011-02-04,3454.0,8.940917580669828,Yes,403.0
400,2011-02-05,4284.0,8.378573826977295,Yes,663.0
401,2011-02-06,4303.0,9.006519190573306,Yes,286.0
402,2011-02-07,2882.0,8.577586977650203,Yes,196.0
403,2011-02-08,3422.0,7.674025150105669,Yes,261.0
404,2011-02-09,4018.0,8.300368198621443,Yes,416.0
405,2011-02-10,4725.0,7.961009026866165,Yes,364.0
406,2011-02-11,3533.0,8.518508055298303,No,377.0
407,2011-02-12,3093.0,9.144186335456954,Yes,205.0
408,2011-02-13,3894.0,8.49477542831248,Yes,267.0
409,2011-02-14,4264.0,8.684961377192359,No,585.0
410,2011-02-15,3457.0,7.877919491315561,No,376.0
411,2011-02-16,4594.0,7.75313921216105,Yes,59.0
412,2011-02-17,4684.0,8.547467125977938,Yes,686.0
413,2011-02-18,4409.0,8.460731769823997,No,351.0
414,2011-02-19,3387.0,8.5759405289749,Yes,438.0
415,2011-02-20,4754.0,8.403334612693591,Yes,18.0
416,2011-02-21,4756.0,8.669234629926391,No,376.0
417,2011-02-22,4367.0,8.239034196552257,No,388.0
418,2011-02-23,4702.0,9.002770101463756,No,338.0
419,2011-02-24,3345.0,8.493691957809459,No,331.0
420,2011-02-25,3866.0,9.140677921517206,Yes,355.0
421,2011-02-26,4502.0,9.091716564330422,Yes,304.0
422,2011-02-27,4795.0,7.578314912890615,Yes,469.0
423,2011-02-28,4157.0,8.823904954959223,No,308.0
424,2011-03-01,4710.0,8.083471947262138,Yes,291.0
425,2011-03-02,4270.0,8.220970328742778,Yes,169.0
426,2011-03-03,2962.0,7.655847796957397,Yes,28.0
427,2011-03-04,4558.0,7.677564383129634,No,540.0
428,2011-03-05,3624.0,8.803401943077155,Yes,125.0
429,2011-03-06,4768.0,8.182490827275252,No,370.0
430,2011-03-07,3854.0,8.86920888800357,Yes,150.0
431,2011-03-08,3134.0,8.76565708666924,Yes,13.0
432,2011-03-09,4827.0,7.996131720737822,No,583.0
433,2011-03-10,2918.0,8.177536929550566,No,307.0
434,2011-03-11,4249.0,8.538467717176287,Yes,355.0
435,2011-03-12,3170.0,7.832915152668838,Yes,365.0
436,2011-03-13,3201.0,7.735435433413116,Yes,484.0
437,2011-03-14,4198.0,8.076251485241393,No,202.0
438,2011-03-15,4869.0,8.806723686594502,No,459.0
439,2011-03-16,4292.0,7.76437930815273,No,494.0
440,2011-03-17,4428.0,8.998395138334411,No,289.0
441,2011-03-18,3751.0,7.736298418318192,Yes,454.0
442,2011-03-19,3174.0,8.855146049290921,Yes,96.0
443,2011-03-20,3331.0,8.355545162992776,No,722.0
444,2011-03-21,4439.0,8.565156590925517,No,565.0
445,2011-03-22,3008.0,7.5774889232652285,Yes,106.0
446,2011-03-23,3887.0,7.86868438130926,Yes,489.0
447,2011-03-24,3264.0,8.870390536933524,Yes,212.0
448,2011-03-25,4173.0,7.507377632876699,Yes,342.0
449,2011-03-26,4014.0,8.160216076439843,Yes,342.0
450,2011-03-27,4047.0,8.470567213345916,Yes,231.0
451,2011-03-28,4554.0,7.661117288714436,Yes,425.0
452,2011-03-29,4799.0,8.14828349875551,No,240.0
453,2011-03-30,3296.0,8.4803553818712,No,371.0
454,2011-03-31,4345.0,8.46134209551065,Yes,46.0
455,2011-04-01,4316.0,8.187823189721794,Yes,196.0
456,2011-04-02,3431.0,8.663649915667229,Yes,374.0
457,2011-04-03,4757.0,8.776752234115268,No,502.0
458,2011-04-04,3985.0,7.790669767703134,No,291.0
459,2011-04-05,4038.0,8.723003182625684,No,136.0
460,2011-04-06,3565.0,8.672347938196552,Yes,419.0
461,2011-04-07,3598.0,8.573607668300118,No,77.0
462,2011-04-08,3586.0,8.241871823858226,Yes,382.0
463,2011-04-09,4891.0,8.858913507186882,Yes,140.0
464,2011-04-10,3328.0,8.162467045027448,Yes,279.0
465,2011-04-11,4264.0,8.547266055220069,No,128.0
466,2011-04-12,4079.0,7.660091385341532,Yes,223.0
467,2011-04-13,3026.0,7.468459062253226,Yes,607.0
468,2011-04-14,4017.0,7.557669733999361,Yes,548.0
469,2011-04-15,3342.0,8.111755258683115,No,342.0
470,2011-04-16,3108.0,8.655419443351366,No,328.0
471,2011-04-17,4679.0,7.653933283698143,No,148.0
472,2011-04-18,2981.0,8.708345880618975,Yes,226.0
473,2011-04-19,4880.0,8.49796924572196,Yes,304.0
474,2011-04-20,3588.0,7.635705740967308,Yes,316.0
475,2011-04-21,3756.0,7.960912874061762,Yes,333.0
476,2011-04-22,3203.0,8.963506125652636,Yes,103.0
477,2011-04-23,3187.0,7.339143000765212,Yes,257.0
478,2011-04-24,3766.0,8.760678321916565,Yes,455.0
