,Date,Temperature (Min),Temperature (Max),Pressure,Direction of Wind,Velocity of Wind,Humidity,Carbon Monoxide,UV Rays,Intensity of Light,Clouds,Rainfall
18,1970-01-19,19.0,29.0,701.0,NorthEast,0.5001159075608465,18.0,0.49999701542218106,0.9458555628447239,10001.0,Nimbostratus,21.0
19,1970-01-20,19.0,29.0,701.0,NorthEast,0.5000186875537062,25.0,0.5000019297086399,0.9070095081051788,10001.0,Mammatus Clouds,28.0
20,1970-01-21,18.0,29.0,701.0,SouthEast,0.5000924680150147,4.0,0.49998788600923233,0.9449141174669125,10001.0,Altostratus,21.0
21,1970-01-22,19.0,29.0,701.0,SouthEast,0.5000783154398173,9.0,0.5000028899486474,1.1163684556617808,10001.0,Cumulus: Fluffy,24.0
22,1970-01-23,18.0,29.0,701.0,NorthEast,0.5001474405809414,19.0,0.4999920078493072,1.0087912635865124,10001.0,Altocumulus,25.0
23,1970-01-24,18.0,29.0,701.0,SouthWest,0.5001239414501059,8.0,0.5000041480241757,0.9227070454809037,10001.0,Mammatus Clouds,26.0
24,1970-01-25,19.0,29.0,701.0,SouthWest,0.5001055456702534,9.0,0.49999407851560446,0.9050339163690635,10001.0,Cirrocumulus,21.0
25,1970-01-26,19.0,29.0,701.0,NorthWest,0.5001566010055212,26.0,0.5000094410275014,1.1087270734986012,10001.0,Nimbostratus,23.0
26,1970-01-27,18.0,29.0,701.0,NorthWest,0.5000744953250071,6.0,0.5000087700080519,0.9743909709538644,10001.0,Cirrocumulus,22.0
27,1970-01-28,19.0,29.0,701.0,SouthWest,0.5000013719644728,8.0,0.49999219771625414,0.9104970324614888,10001.0,Cirrus,21.0
28,1970-01-29,18.0,29.0,701.0,SouthEast,0.5000544635428242,3.0,0.5000086932209392,1.0320237401800265,10001.0,Altostratus,24.0
29,1970-01-30,19.0,29.0,701.0,NorthWest,0.5001112938494152,3.0,0.5000088616497415,1.0690331204893981,10001.0,Contrails,24.0
30,1970-01-31,19.0,29.0,701.0,NorthEast,0.5000373212669289,10.0,0.500002825807139,1.1265040683547556,10001.0,Stratus,23.0
31,1970-02-01,18.0,29.0,701.0,SouthWest,0.50016557036754,25.0,0.49999534564275744,0.9388637692838517,10001.0,Altocumulus,21.0
32,1970-02-02,19.0,29.0,701.0,SouthEast,0.5000044536444268,22.0,0.5000096275908971,0.929441186407403,10001.0,Mammatus Clouds,21.0
33,1970-02-03,18.0,29.0,701.0,NorthEast,0.5001182493001483,25.0,0.4999913654388228,1.0932730654891272,10001.0,Cirrostratus,23.0
34,1970-02-04,19.0,29.0,701.0,SouthEast,0.5001237487718461,26.0,0.500003579715434,1.0351821336372837,10001.0,Contrails,22.0
35,1970-02-05,19.0,29.0,701.0,SouthEast,0.5000667196587347,6.0,0.49999615545170883,1.0001173924466082,10001.0,Nimbostratus,25.0
36,1970-02-06,18.0,29.0,701.0,NorthWest,0.5000638197713091,4.0,0.49999692418968267,1.131185620050111,10001.0,Cumulus: Fluffy,21.0
37,1970-02-07,19.0,29.0,701.0,SouthWest,0.5001162397845896,6.0,0.49999163162246546,1.1311755234332517,10001.0,Nimbostratus,24.0
38,1970-02-08,18.0,29.0,701.0,NorthEast,0.5001602608816921,26.0,0.5000021582959187,1.0220771983870562,10001.0,Cumulonimbus,21.0
39,1970-02-09,19.0,29.0,701.0,NorthEast,0.5000298218330792,19.0,0.4999967449987705,1.1010649332279265,10001.0,Cirrus,24.0
40,1970-02-10,18.0,29.0,701.0,SouthWest,0.5000048999481069,21.0,0.5000014799548771,1.1117330591060925,10001.0,Altocumulus,21.0
41,1970-02-11,18.0,29.0,701.0,NorthWest,0.5000260626942936,20.0,0.500005868986937,1.0082267991696259,10001.0,Lenticular Clouds,21.0
42,1970-02-12,18.0,29.0,701.0,SouthEast,0.5000586585222354,11.0,0.5000032631652104,0.9981324643617856,10001.0,Cirrus,24.0
43,1970-02-13,19.0,29.0,701.0,SouthEast,0.5000076314489545,13.0,0.5000100097978285,1.1125188989964996,10001.0,Lenticular Clouds,23.0
44,1970-02-14,19.0,29.0,701.0,SouthEast,0.5000531531245945,5.0,0.4999960153391033,1.0025584394654852,10001.0,Stratus,22.0
45,1970-02-15,19.0,29.0,701.0,SouthWest,0.5001075812020288,20.0,0.5000022047959051,0.9340225646660292,10001.0,Cirrostratus,23.0
46,1970-02-16,18.0,29.0,701.0,NorthEast,0.5000317277026609,24.0,0.49999079811565783,0.9638267097011523,10001.0,Stratus,29.0
47,1970-02-17,19.0,29.0,701.0,SouthWest,0.5001575841306284,20.0,0.5000079050103995,1.0806051888637807,10001.0,Cumulus: Fluffy,21.0
48,1970-02-18,18.0,29.0,701.0,SouthEast,0.5001108896673316,16.0,0.4999930814815202,1.111209252843379,10001.0,Stratocumulus,22.0
49,1970-02-19,19.0,29.0,701.0,SouthEast,0.5000510055908609,8.0,0.49998938063895987,1.079039363551535,10001.0,Cirrus,23.0
50,1970-02-20,18.0,29.0,701.0,SouthEast,0.5000078478749738,6.0,0.4999893244264825,1.110470688364633,10001.0,Cumulonimbus,21.0
51,1970-02-21,19.0,29.0,701.0,NorthEast,0.5001633800698674,20.0,0.5000079986599617,0.9281961456325827,10001.0,Mammatus Clouds,23.0
52,1970-02-22,19.0,29.0,701.0,NorthWest,0.5000879156585791,21.0,0.49999027705590815,1.0804575194644148,10001.0,Lenticular Clouds,24.0
53,1970-02-23,18.0,29.0,701.0,SouthEast,0.500065624998463,21.0,0.5000096280673713,1.1386135391736072,10001.0,Altostratus,25.0
54,1970-02-24,19.0,29.0,700.0,SouthEast,0.5001052667183428,6.0,0.5000098791234854,1.1035525474011285,10001.0,Cirrus,21.0
55,1970-02-25,19.0,29.0,701.0,NorthEast,0.5001047410223082,6.0,0.4999936230295684,1.0576461271666178,10001.0,Altostratus,23.0
56,1970-02-26,19.0,29.0,701.0,NorthWest,0.5000187366984754,20.0,0.5000072172677116,1.1171579248128636,10001.0,Altostratus,25.0
57,1970-02-27,20.0,29.0,701.0,SouthEast,0.5000337899622064,12.0,0.49998966858867294,1.1096277490362783,10001.0,Cumulonimbus,21.0
58,1970-02-28,19.0,29.0,701.0,SouthWest,0.5000642772284298,21.0,0.5000058214066936,1.0724902112353096,10001.0,Cumulus: Fluffy,23.0
59,1970-03-01,19.0,29.0,701.0,SouthWest,0.500066342367829,23.0,0.5000072322652885,1.0127403021089614,10001.0,Stratus,22.0
60,1970-03-02,18.0,29.0,701.0,NorthEast,0.5001125595016848,17.0,0.5000115827623528,0.9782409728268194,10001.0,Altocumulus,21.0
61,1970-03-03,19.0,29.0,701.0,SouthEast,0.5001179883151521,23.0,0.5000090868484395,0.9283835425069855,10001.0,Altocumulus,21.0
62,1970-03-04,18.0,29.0,701.0,SouthWest,0.5001503224046779,26.0,0.499989374926289,1.1405470832308278,10001.0,Nimbostratus,24.0
63,1970-03-05,18.0,29.0,701.0,NorthWest,0.500008628649387,27.0,0.5000044869344638,1.0799396202951632,10001.0,Contrails,23.0
64,1970-03-06,18.0,29.0,701.0,NorthWest,0.5001716018605621,11.0,0.5000060155521217,0.9424614975900297,10001.0,Cumulus: Fluffy,22.0
65,1970-03-07,18.0,29.0,701.0,NorthWest,0.5000344052452144,19.0,0.4999956674520949,1.0600554258030928,10001.0,Cirrocumulus,24.0
66,1970-03-08,18.0,29.0,701.0,SouthEast,0.5001339599888274,20.0,0.49999560119448516,1.0203464017405968,10001.0,Cumulonimbus,23.0
67,1970-03-09,20.0,29.0,701.0,NorthWest,0.5001436035805126,18.0,0.499993190039989,1.1337490490408082,10001.0,Stratus,25.0
68,1970-03-10,18.0,29.0,701.0,SouthEast,0.5001097843667566,28.0,0.4999920840472295,1.1431871616510183,10001.0,Altocumulus,21.0
69,1970-03-11,18.0,29.0,701.0,SouthEast,0.5000096792979049,14.0,0.49999667982921475,1.0116814490563293,10001.0,Cumulus: Fluffy,24.0
70,1970-03-12,19.0,29.0,701.0,SouthEast,0.5000845662341895,25.0,0.5000026662715809,1.0269884099025721,10001.0,Mammatus Clouds,21.0
71,1970-03-13,19.0,29.0,701.0,NorthEast,0.5000508909080673,13.0,0.4999977912238427,1.0427443528440237,10001.0,Lenticular Clouds,23.0
72,1970-03-14,18.0,29.0,701.0,SouthEast,0.5001373882650829,18.0,0.49999162398485525,0.998727124054534,10001.0,Altocumulus,21.0
73,1970-03-15,18.0,29.0,701.0,NorthWest,0.5001756699051029,10.0,0.49999443002517263,1.0249110505534156,10001.0,Contrails,25.0
74,1970-03-16,18.0,29.0,701.0,SouthEast,0.5000930808272501,13.0,0.4999927848422019,0.9393897015167488,10001.0,Altostratus,21.0
75,1970-03-17,19.0,29.0,701.0,NorthEast,0.5001596208137475,5.0,0.5000011136555762,1.1532325987134449,10001.0,Cumulonimbus,23.0
76,1970-03-18,18.0,29.0,701.0,NorthEast,0.5001622680260298,18.0,0.5000112253861159,1.1194522009907386,10001.0,Cumulonimbus,24.0
77,1970-03-19,19.0,29.0,701.0,SouthEast,0.5000887995424376,24.0,0.5000082204520637,1.1339850958402007,10001.0,Nimbostratus,21.0
78,1970-03-20,18.0,29.0,701.0,NorthEast,0.5001195954852773,19.0,0.5000096045320698,1.1130560359660744,10001.0,Stratus,23.0
79,1970-03-21,18.0,29.0,701.0,NorthEast,0.5000180810075834,28.0,0.5000006323103552,1.1519176397282516,10001.0,Contrails,22.0
80,1970-03-22,18.0,29.0,701.0,NorthWest,0.5000336508360013,16.0,0.5000009598570484,1.126183393159085,10001.0,Stratocumulus,21.0
81,1970-03-23,19.0,29.0,701.0,NorthWest,0.5001657043110405,4.0,0.5000112960944805,0.9558986255503404,10001.0,Nimbostratus,21.0
82,1970-03-24,19.0,29.0,701.0,SouthEast,0.5000858144469698,27.0,0.4999993927276603,0.9652417980743435,10001.0,Cirrostratus,23.0
83,1970-03-25,19.0,29.0,701.0,NorthWest,0.5000213394373794,14.0,0.5000073385886665,1.0430512443528472,10001.0,Cumulus: Fluffy,22.0
84,1970-03-26,19.0,29.0,701.0,SouthEast,0.5001095825107308,12.0,0.5000060608226398,0.9466547886394261,10001.0,Cumulus: Fluffy,21.0
85,1970-03-27,18.0,29.0,701.0,SouthEast,0.5000421336545032,27.0,0.49999616167599975,0.9926269780396447,10001.0,Cirrocumulus,25.0
86,1970-03-28,19.0,29.0,701.0,NorthWest,0.5000694128372741,25.0,0.4999976239560084,0.9477153629744867,10001.0,Altostratus,23.0
87,1970-03-29,19.0,29.0,701.0,NorthWest,0.5001158162240307,19.0,0.500012272395478,0.9678136209487178,10001.0,Stratocumulus,25.0
88,1970-03-30,19.0,29.0,701.0,NorthWest,0.5001567788844004,22.0,0.5000037665125862,1.124318965833015,10001.0,Stratus,26.0
89,1970-03-31,18.0,29.0,701.0,SouthEast,0.5000193646202907,13.0,0.49999191017273725,1.1483396556445924,10001.0,Mammatus Clouds,25.0
90,1970-04-01,18.0,29.0,701.0,SouthWest,0.500014562398189,11.0,0.4999908880524593,1.0803141809704486,10001.0,Cirrocumulus,24.0
91,1970-04-02,19.0,29.0,701.0,NorthWest,0.5001725686962443,24.0,0.49999120578427647,1.1404959651241187,10001.0,Cirrostratus,21.0
92,1970-04-03,19.0,29.0,701.0,NorthWest,0.500150071796835,21.0,0.5000010729662672,1.001233523697715,10001.0,Cumulonimbus,23.0
93,1970-04-04,19.0,29.0,701.0,NorthWest,0.5001694765324659,29.0,0.5000126836968996,1.0667261215360984,10001.0,Altostratus,23.0
94,1970-04-05,19.0,29.0,701.0,NorthWest,0.5000751933042575,10.0,0.50000635114874,1.1447430076519194,10001.0,Cumulus: Fluffy,22.0
95,1970-04-06,19.0,29.0,701.0,NorthEast,0.5001197577914709,6.0,0.5000025500398186,1.1111041450975208,10001.0,Cumulus: Fluffy,21.0
96,1970-04-07,19.0,29.0,701.0,SouthWest,0.5001548814455979,15.0,0.5000051574512088,1.0100151124994086,10001.0,Mammatus Clouds,25.0
97,1970-04-08,19.0,29.0,701.0,SouthEast,0.5001502567627752,18.0,0.5000074461442784,0.9841554428243989,10001.0,Nimbostratus,23.0
98,1970-04-09,18.0,29.0,701.0,SouthEast,0.5001154527926933,20.0,0.5000118061553784,1.070695090355958,10001.0,Contrails,21.0
99,1970-04-10,19.0,29.0,701.0,SouthEast,0.500003955848836,13.0,0.49999460611504853,1.0690902097268118,10001.0,Altostratus,24.0
100,1970-04-11,19.0,29.0,701.0,NorthEast,0.5001181186344011,6.0,0.5000050858417237,1.0040356047742836,10001.0,Lenticular Clouds,23.0
101,1970-04-12,19.0,29.0,701.0,SouthEast,0.5001161854378953,26.0,0.5000117172931179,0.9567166761680933,10001.0,Cirrocumulus,22.0
102,1970-04-13,19.0,29.0,701.0,NorthWest,0.5000130987101786,30.0,0.4999983042457618,1.137158102027431,10001.0,Stratocumulus,25.0
103,1970-04-14,19.0,29.0,701.0,SouthEast,0.5000326014681953,25.0,0.5000068029434592,0.9818944347200357,10001.0,Mammatus Clouds,23.0
104,1970-04-15,20.0,29.0,701.0,NorthWest,0.5000538188364508,15.0,0.5000126050084436,1.0158500928564553,10001.0,Cumulonimbus,21.0
105,1970-04-16,18.0,29.0,701.0,SouthEast,0.5001524608846046,29.0,0.5000009005419183,1.0175378423037447,10001.0,Nimbostratus,21.0
106,1970-04-17,18.0,29.0,701.0,NorthWest,0.5000168656445385,24.0,0.4999982403180983,1.01777656884824,10001.0,Stratus,27.0
107,1970-04-18,19.0,29.0,701.0,SouthEast,0.5001209625886125,28.0,0.4999981893166139,0.9706382324284156,10001.0,Cirrocumulus,24.0
108,1970-04-19,18.0,29.0,701.0,NorthEast,0.5001411301086681,6.0,0.5000057936512069,1.06374532129377,10001.0,Stratocumulus,22.0
109,1970-04-20,19.0,29.0,701.0,NorthWest,0.5001311803313148,9.0,0.5000036321048299,1.0179363087383884,10001.0,Stratocumulus,25.0
110,1970-04-21,18.0,29.0,701.0,SouthEast,0.5000917991540925,14.0,0.5000043857920028,1.1153469686377615,10001.0,Cumulonimbus,21.0
111,1970-04-22,18.0,29.0,701.0,SouthEast,0.5001370433458606,22.0,0.5000040692085238,1.044030267168139,10001.0,Nimbostratus,21.0
112,1970-04-23,18.0,29.0,701.0,NorthWest,0.5000016448873702,8.0,0.5000016761010013,1.128003020290235,10001.0,Cirrocumulus,21.0
113,1970-04-24,19.0,29.0,701.0,NorthWest,0.5000431058738276,14.0,0.500003583218902,1.1093691911208667,10001.0,Mammatus Clouds,23.0
114,1970-04-25,19.0,29.0,701.0,NorthEast,0.5000757913114907,7.0,0.4999993261922581,1.1365506180458942,10001.0,Mammatus Clouds,21.0
115,1970-04-26,18.0,29.0,701.0,NorthWest,0.5000980676124209,22.0,0.49999451345898316,1.0164957191869644,10001.0,Stratus,22.0
116,1970-04-27,18.0,29.0,701.0,SouthWest,0.5001765637569214,14.0,0.4999968105030964,1.079482497023706,10001.0,Altostratus,22.0
117,1970-04-28,18.0,29.0,701.0,NorthWest,0.5000306388681149,29.0,0.5000051302696835,1.140008293644963,10001.0,Cumulonimbus,21.0
118,1970-04-29,19.0,29.0,701.0,SouthWest,0.5000271182731152,30.0,0.5000093923419195,1.0774368017177094,10001.0,Cumulonimbus,24.0
119,1970-04-30,19.0,29.0,701.0,NorthWest,0.5001532746323822,8.0,0.5000125120286631,1.1573157346098562,10001.0,Cirrus,22.0
120,1970-05-01,19.0,29.0,701.0,SouthWest,0.5001339564443454,15.0,0.500006044890722,1.0560934486310165,10001.0,Lenticular Clouds,21.0
121,1970-05-02,19.0,29.0,701.0,SouthWest,0.5001215952598721,28.0,0.5000115905023456,1.1402779784688262,10001.0,Cumulonimbus,21.0
122,1970-05-03,19.0,29.0,701.0,NorthWest,0.5000917929137151,22.0,0.5000006590252063,0.9966181654308195,10001.0,Stratus,22.0
123,1970-05-04,19.0,29.0,701.0,SouthEast,0.500001454163569,16.0,0.499994972885265,1.1271405929958491,10001.0,Nimbostratus,21.0
124,1970-05-05,18.0,29.0,701.0,NorthEast,0.5001161956819213,6.0,0.49999292195229894,1.0386096320200267,10001.0,Cirrus,23.0
125,1970-05-06,18.0,29.0,701.0,NorthWest,0.5000567283891089,18.0,0.49999935974519766,0.9738292171069128,10001.0,Mammatus Clouds,21.0
126,1970-05-07,18.0,29.0,701.0,NorthWest,0.5001666990376841,15.0,0.49999500477579095,1.0535992687632598,10001.0,Stratus,24.0
127,1970-05-08,19.0,29.0,701.0,SouthWest,0.5000842572215649,21.0,0.5000098989386228,0.9652966247641923,10001.0,Contrails,21.0
128,1970-05-09,18.0,29.0,701.0,SouthEast,0.5000358770991247,22.0,0.5000118844624255,1.1807783619048342,10001.0,Lenticular Clouds,21.0
129,1970-05-10,18.0,29.0,701.0,SouthEast,0.5001177469813918,18.0,0.49999496103727226,1.0432426847700331,10001.0,Cirrocumulus,22.0
130,1970-05-11,18.0,29.0,701.0,NorthWest,0.5000723936277954,23.0,0.4999975931800624,1.037353590046742,10001.0,Cumulonimbus,25.0
131,1970-05-12,19.0,29.0,701.0,NorthEast,0.500174214345303,7.0,0.5000066835213224,1.1000999731711107,10001.0,Contrails,30.0
132,1970-05-13,19.0,29.0,701.0,SouthWest,0.5000073432960263,21.0,0.5000073619729636,1.0574623197169997,10001.0,Mammatus Clouds,24.0
133,1970-05-14,18.0,29.0,701.0,SouthEast,0.5000571729107015,6.0,0.5000087370279155,1.1834668194758717,10001.0,Altocumulus,21.0
134,1970-05-15,18.0,29.0,701.0,NorthWest,0.500102982594799,26.0,0.4999998322839461,1.1586017289792103,10001.0,Nimbostratus,22.0
135,1970-05-16,18.0,29.0,701.0,NorthWest,0.5000894460540761,28.0,0.5000033518361643,1.1625494801649234,10001.0,Nimbostratus,21.0
136,1970-05-17,20.0,29.0,701.0,NorthWest,0.5000708826005164,22.0,0.4999974304749072,1.1077154635546222,10001.0,Stratus,25.0
137,1970-05-18,18.0,29.0,701.0,NorthEast,0.5001299339640173,26.0,0.49999403726718467,0.9675796184739737,10001.0,Cumulonimbus,23.0
138,1970-05-19,18.0,29.0,701.0,SouthEast,0.5,8.0,0.5000034120672106,1.188763858140587,10001.0,Cumulonimbus,23.0
139,1970-05-20,19.0,29.0,701.0,SouthEast,0.500111787175674,18.0,0.5000019260668526,0.9947566016841661,10001.0,Altostratus,25.0
140,1970-05-21,18.0,29.0,701.0,NorthWest,0.5001568182934558,27.0,0.5000033369297835,1.1607306106360218,10001.0,Cirrocumulus,24.0
141,1970-05-22,19.0,29.0,701.0,SouthEast,0.5000010458432612,8.0,0.5000146077410315,1.0503244962176905,10001.0,Cirrostratus,21.0
142,1970-05-23,20.0,29.0,701.0,NorthWest,0.5001727338418799,8.0,0.5000090929719662,1.0942308032568389,10001.0,Cirrostratus,23.0
143,1970-05-24,19.0,29.0,701.0,NorthWest,0.5000603316291756,6.0,0.500008883571451,0.9785140095445355,10001.0,Cirrostratus,21.0
144,1970-05-25,18.0,29.0,701.0,SouthEast,0.5000051156310388,11.0,0.5000027880635945,1.0846286128083762,10001.0,Stratus,24.0
145,1970-05-26,18.0,29.0,701.0,NorthWest,0.5000876276308606,20.0,0.49999981893394707,1.0226587179859594,10001.0,Stratocumulus,24.0
146,1970-05-27,19.0,29.0,701.0,NorthEast,0.5000177358444471,28.0,0.5000125585232336,1.0937936077110815,10001.0,Altocumulus,24.0
147,1970-05-28,18.0,29.0,701.0,SouthWest,0.5000523461271438,10.0,0.5000027594808495,1.1407137222706767,10001.0,Stratocumulus,21.0
148,1970-05-29,19.0,29.0,701.0,SouthWest,0.5000270867833642,12.0,0.5000123328159597,1.040450149588433,10001.0,Stratus,23.0
149,1970-05-30,18.0,29.0,701.0,NorthEast,0.5000281577245393,31.0,0.5000052893269357,1.1141981338547382,10001.0,Nimbostratus,25.0
150,1970-05-31,20.0,29.0,701.0,SouthEast,0.5001270806347583,19.0,0.5000075404251085,0.9783042006373384,10001.0,Cirrostratus,24.0
151,1970-06-01,19.0,29.0,701.0,NorthWest,0.5000544372940743,32.0,0.5000047324494893,1.1878090665224,10001.0,Stratus,21.0
152,1970-06-02,18.0,29.0,701.0,SouthEast,0.5001309815270286,21.0,0.5000115428635046,1.0358412621775939,10001.0,Cumulus: Fluffy,21.0
153,1970-06-03,18.0,29.0,701.0,NorthEast,0.5000737203511364,11.0,0.5000104689904674,1.0594826514268971,10001.0,Lenticular Clouds,23.0
154,1970-06-04,19.0,29.0,701.0,NorthEast,0.500070983036464,18.0,0.49999490788621287,1.0735480923609673,10001.0,Altostratus,21.0
155,1970-06-05,19.0,29.0,701.0,NorthWest,0.5000729638841878,13.0,0.5000128787537051,1.0087524245365653,10001.0,Altocumulus,21.0
156,1970-06-06,19.0,29.0,701.0,NorthWest,0.5000035460963618,25.0,0.5000032974688358,1.1830688045774944,10001.0,Mammatus Clouds,21.0
157,1970-06-07,19.0,29.0,701.0,SouthEast,0.5000994840980209,30.0,0.49999596372618293,1.0191252868276193,10001.0,Stratocumulus,22.0
158,1970-06-08,19.0,29.0,701.0,SouthEast,0.5000264180971338,11.0,0.5000106936031289,1.013362034950899,10001.0,Cirrostratus,23.0
159,1970-06-09,19.0,29.0,701.0,SouthEast,0.5001466161761216,19.0,0.49999530704010164,1.0443412804667143,10000.0,Cirrocumulus,22.0
160,1970-06-10,18.0,29.0,701.0,SouthEast,0.5000030406123004,9.0,0.5000001697008667,1.107373868228127,10001.0,Altostratus,22.0
161,1970-06-11,19.0,29.0,701.0,SouthEast,0.5001721704313975,28.0,0.5000140734480398,1.1847419497820175,10001.0,Mammatus Clouds,23.0
162,1970-06-12,20.0,29.0,701.0,SouthEast,0.5001605424742682,28.0,0.4999940037646233,1.0337214762322096,10001.0,Cirrus,26.0
163,1970-06-13,19.0,29.0,701.0,SouthWest,0.5000776784073563,25.0,0.5000050176291526,1.068858559744526,10001.0,Nimbostratus,22.0
164,1970-06-14,20.0,29.0,701.0,SouthEast,0.5000482613840135,8.0,0.5000103508735949,1.0396109220588747,10001.0,Cumulonimbus,21.0
165,1970-06-15,19.0,29.0,701.0,NorthEast,0.5001469219873524,27.0,0.4999950568666205,1.1756543320634307,10001.0,Mammatus Clouds,23.0
166,1970-06-16,19.0,29.0,701.0,SouthWest,0.500165417562098,20.0,0.5000086166800305,1.102991227984987,10001.0,Altocumulus,21.0
167,1970-06-17,19.0,29.0,701.0,SouthEast,0.500074863590694,17.0,0.5000003770389914,1.0193744094856907,10001.0,Lenticular Clouds,21.0
168,1970-06-18,19.0,29.0,701.0,NorthEast,0.5000617713541636,26.0,0.5000055630774909,0.9926524259830213,10001.0,Mammatus Clouds,23.0
169,1970-06-19,20.0,29.0,701.0,SouthEast,0.5001188093912085,8.0,0.4999999731571809,1.134083240100899,10001.0,Lenticular Clouds,22.0
170,1970-06-20,19.0,29.0,701.0,NorthEast,0.5000550780162748,27.0,0.5000086043527354,1.1826972905735522,10001.0,Mammatus Clouds,23.0
171,1970-06-21,18.0,29.0,701.0,NorthEast,0.5000197180989621,11.0,0.49999686097709006,0.9952630837338299,10001.0,Altocumulus,24.0
172,1970-06-22,18.0,29.0,701.0,SouthWest,0.50007479114165,29.0,0.5000070613706605,1.08458184243714,10001.0,Contrails,22.0
173,1970-06-23,19.0,29.0,701.0,SouthWest,0.5001347105563483,21.0,0.5000146020526235,1.202697375836193,10001.0,Nimbostratus,21.0
174,1970-06-24,18.0,29.0,701.0,SouthWest,0.5001525795186311,20.0,0.5000113474113026,1.1700998349428293,10001.0,Nimbostratus,23.0
175,1970-06-25,19.0,29.0,701.0,SouthWest,0.5001576182811364,12.0,0.49999694463384126,1.083723542324197,10001.0,Stratocumulus,24.0
176,1970-06-26,18.0,29.0,701.0,SouthEast,0.500044633389223,26.0,0.49999531027655686,1.1203723172871993,10001.0,Stratocumulus,22.0
177,1970-06-27,19.0,29.0,701.0,SouthEast,0.5000130365896159,31.0,0.5000053461767597,1.1732537514944694,10001.0,Stratocumulus,22.0
178,1970-06-28,19.0,29.0,701.0,SouthEast,0.5000596166387732,17.0,0.5000032833329257,1.1740398578745097,10001.0,Nimbostratus,23.0
179,1970-06-29,19.0,29.0,701.0,SouthWest,0.5000588836066744,20.0,0.5000042804108483,1.0773628659220038,10001.0,Mammatus Clouds,22.0
180,1970-06-30,19.0,29.0,701.0,NorthWest,0.5001404592342673,26.0,0.5000152735458674,1.1047434796406526,10001.0,Cumulonimbus,22.0
181,1970-07-01,19.0,29.0,701.0,NorthWest,0.5001225604669179,18.0,0.4999971456559599,1.0998876755334615,10001.0,Nimbostratus,21.0
182,1970-07-02,19.0,29.0,701.0,SouthEast,0.5001787633344924,23.0,0.5000015730637336,1.0045672755741972,10001.0,Contrails,21.0
183,1970-07-03,19.0,29.0,701.0,SouthEast,0.5000849773187438,18.0,0.5000023299066101,1.0408254968576864,10001.0,Cirrostratus,21.0
184,1970-07-04,19.0,29.0,701.0,NorthEast,0.5001467986327764,15.0,0.5000144919870697,1.1024513086394228,10001.0,Contrails,21.0
